,age,job,marital,education,credit_in_default,housing_loan,personal_loan,last_contact_type,last_contact_month,last_contact_day,last_contact_duration,n_contacts_this_campaign,days_since_last_contact,n_contacts_prev_campaign,prev_campaign_outcome,registered,location
2444,33.0,admin.,divorced,high.school,no,yes,no,cellular,jul,mon,482.0,2,999,0,nonexistent,no,Portimão
2445,44.0,admin.,married,high.school,no,no,no,cellular,aug,mon,116.0,1,999,0,nonexistent,no,Odivelas
2446,20.0,blue-collar,single,basic.4y,no,no,no,telephone,sep,mon,36.0,1,999,0,nonexistent,no,Montemor-o-Novo
2447,40.0,technician,single,university.degree,no,no,no,cellular,nov,wed,281.0,3,999,0,nonexistent,no,Gouveia
2448,40.0,management,married,unknown,no,no,yes,telephone,jun,fri,17.0,2,999,0,nonexistent,no,Ílhavo
2449,29.0,blue-collar,single,high.school,unknown,no,no,telephone,may,fri,44.0,3,999,0,nonexistent,no,Valongo
2450,37.0,blue-collar,married,unknown,no,yes,yes,cellular,may,thu,356.0,1,999,0,nonexistent,no,Lagoa
2451,30.0,blue-collar,single,basic.9y,no,no,no,cellular,may,fri,193.0,2,999,0,nonexistent,no,Elvas
2452,50.0,technician,married,university.degree,no,yes,no,cellular,aug,mon,232.0,5,999,0,nonexistent,no,Almada
2453,37.0,services,divorced,basic.9y,no,yes,no,cellular,jul,wed,684.0,1,999,0,nonexistent,no,Barcelos
2454,54.0,self-employed,married,university.degree,unknown,yes,no,cellular,aug,thu,232.0,13,999,0,nonexistent,no,Porto
2455,25.0,self-employed,single,university.degree,no,no,no,telephone,may,wed,199.0,2,999,0,nonexistent,no,Porto
2456,57.0,unknown,married,basic.4y,no,no,no,cellular,aug,wed,50.0,2,999,0,nonexistent,no,Alfena
2457,28.0,student,single,university.degree,unknown,yes,no,telephone,may,mon,208.0,1,999,0,nonexistent,no,Oliveira de Azeméis
2458,44.0,admin.,divorced,high.school,no,yes,no,cellular,may,mon,72.0,4,999,0,nonexistent,no,Queluz
2459,36.0,unknown,married,basic.9y,no,yes,no,cellular,may,mon,98.0,2,999,0,nonexistent,no,Fafe
2460,33.0,technician,single,high.school,no,no,yes,telephone,may,fri,213.0,2,999,0,nonexistent,no,Vila Nova de Santo André
2461,36.0,admin.,married,university.degree,no,yes,no,cellular,aug,wed,129.0,1,999,0,nonexistent,no,Ermesinde
2462,35.0,unknown,married,basic.9y,no,no,no,telephone,may,thu,461.0,3,999,0,nonexistent,no,Rebordosa
2463,47.0,admin.,divorced,professional.course,unknown,no,no,telephone,may,tue,92.0,2,999,0,nonexistent,no,Gondomar
2464,42.0,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,tue,41.0,1,999,0,nonexistent,no,Espinho
2465,33.0,admin.,single,high.school,no,yes,no,cellular,oct,mon,61.0,2,6,2,failure,no,Lamego
2466,54.0,admin.,married,basic.9y,no,no,yes,cellular,jul,mon,232.0,4,999,0,nonexistent,no,Vendas Novas
2467,49.0,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,wed,410.0,1,999,0,nonexistent,no,Gandra
2468,36.0,technician,married,university.degree,no,yes,no,cellular,jul,mon,174.0,1,999,0,nonexistent,no,Oliveira do Bairro
2469,26.0,student,single,high.school,no,yes,no,cellular,may,mon,232.0,1,999,0,nonexistent,no,Gouveia
2470,35.0,services,single,high.school,unknown,no,no,cellular,jul,tue,520.0,1,999,0,nonexistent,no,Covilhã
2471,31.0,blue-collar,married,basic.9y,no,no,no,cellular,jul,mon,232.0,1,999,0,nonexistent,no,Águeda
2472,44.0,blue-collar,single,high.school,no,yes,yes,cellular,jul,mon,232.0,1,999,0,nonexistent,no,Esmoriz
2473,34.0,services,married,high.school,no,yes,yes,telephone,may,tue,596.0,1,999,0,nonexistent,no,Caniço
2474,36.0,technician,married,professional.course,no,no,no,telephone,jun,fri,232.0,2,999,0,nonexistent,no,Elvas
2475,51.0,services,married,high.school,no,yes,no,cellular,aug,fri,232.0,4,999,0,nonexistent,no,Portimão
2476,32.0,admin.,married,high.school,no,yes,no,telephone,may,fri,83.0,2,999,0,nonexistent,no,Barreiro
2477,40.0,technician,married,professional.course,no,no,no,cellular,aug,mon,94.0,3,999,0,nonexistent,no,Guarda
2478,52.0,admin.,married,basic.4y,no,yes,no,telephone,may,tue,358.0,1,999,0,nonexistent,no,Chaves
2479,45.0,unknown,unknown,university.degree,no,no,no,telephone,may,fri,232.0,1,999,0,nonexistent,no,Portimão
2480,58.0,admin.,single,unknown,unknown,no,no,telephone,jul,mon,228.0,1,999,0,nonexistent,no,Ponte de Sor
2481,24.0,technician,single,high.school,no,yes,no,cellular,jun,tue,142.0,2,999,0,nonexistent,no,Ovar
2482,48.0,blue-collar,married,basic.9y,no,yes,no,cellular,aug,tue,232.0,3,999,0,nonexistent,no,Serpa
2483,38.0,self-employed,married,university.degree,no,yes,no,cellular,jun,fri,57.0,2,999,1,failure,no,Odivelas
2484,34.0,technician,married,high.school,no,yes,no,cellular,aug,mon,232.0,3,999,0,nonexistent,no,Loulé
2485,52.0,unknown,married,basic.4y,unknown,no,no,cellular,aug,mon,149.0,3,999,0,nonexistent,no,Serpa
2486,52.0,entrepreneur,married,basic.9y,no,yes,no,cellular,jul,mon,165.0,5,999,0,nonexistent,no,Alfena
2487,28.0,admin.,single,basic.9y,no,no,yes,cellular,may,tue,175.0,1,999,0,nonexistent,no,Agualva-Cacém
2488,32.0,admin.,single,university.degree,no,no,no,cellular,aug,thu,109.0,1,999,0,nonexistent,no,Lagoa
2489,38.0,technician,married,professional.course,no,no,no,telephone,jun,mon,183.0,1,999,0,nonexistent,no,Silves
2490,46.0,blue-collar,married,basic.9y,unknown,no,no,cellular,apr,mon,63.0,2,999,0,nonexistent,no,Vila Nova de Gaia
2491,33.0,blue-collar,married,basic.4y,no,yes,no,telephone,jun,wed,313.0,2,999,0,nonexistent,no,Queluz
2492,38.0,management,divorced,university.degree,no,yes,no,cellular,jun,mon,348.0,6,999,2,failure,no,Vila Nova de Santo André
2493,33.0,admin.,married,high.school,no,yes,no,cellular,jul,fri,232.0,1,999,0,nonexistent,no,Torres Vedras
2494,39.0,admin.,married,high.school,no,yes,no,telephone,may,fri,232.0,3,999,0,nonexistent,no,Funchal
2495,44.0,unknown,unknown,basic.4y,unknown,no,no,telephone,jun,mon,299.0,5,999,0,nonexistent,no,Valbom
2496,45.0,blue-collar,married,basic.9y,unknown,no,no,telephone,may,wed,232.0,3,999,0,nonexistent,no,Fátima
2497,41.0,self-employed,married,unknown,no,yes,no,cellular,aug,mon,113.0,2,999,0,nonexistent,no,Pinhel
2498,43.0,technician,married,professional.course,no,yes,no,telephone,may,tue,225.0,1,999,0,nonexistent,no,Gondomar
2499,39.0,admin.,single,high.school,no,no,yes,telephone,jun,mon,158.0,1,999,0,nonexistent,no,Agualva-Cacém
2500,43.0,admin.,married,professional.course,no,no,yes,telephone,may,tue,221.0,2,999,0,nonexistent,no,Vila Franca de Xira
2501,47.0,admin.,married,high.school,no,no,no,cellular,nov,fri,232.0,3,999,1,failure,no,Águeda
2502,30.0,student,single,professional.course,no,unknown,unknown,cellular,sep,mon,132.0,4,6,3,success,no,Portimão
2503,81.0,retired,divorced,high.school,no,no,no,cellular,jun,tue,279.0,1,999,4,failure,no,Póvoa de Santa Iria
2504,38.0,admin.,married,university.degree,no,yes,no,cellular,aug,thu,280.0,7,999,0,nonexistent,no,Funchal
2505,80.0,retired,divorced,unknown,no,no,yes,cellular,dec,fri,232.0,5,999,1,failure,no,Oliveira de Azeméis
2506,47.0,admin.,married,university.degree,unknown,no,no,telephone,may,tue,202.0,1,999,0,nonexistent,no,Ponta Delgada
2507,32.0,technician,single,university.degree,no,yes,no,cellular,jul,fri,42.0,2,999,0,nonexistent,no,Tarouca
2508,38.0,blue-collar,married,professional.course,no,no,no,telephone,may,wed,232.0,1,999,0,nonexistent,no,Ílhavo
2509,81.0,retired,married,professional.course,no,yes,no,cellular,apr,thu,99.0,2,999,0,nonexistent,no,Vila Nova de Santo André
2510,52.0,admin.,married,high.school,no,yes,no,cellular,nov,wed,210.0,1,999,0,nonexistent,no,Maia
2511,34.0,blue-collar,married,basic.9y,no,yes,yes,telephone,nov,thu,98.0,4,999,0,nonexistent,no,Lagoa
2512,35.0,blue-collar,married,basic.9y,no,no,no,telephone,jun,tue,438.0,1,999,0,nonexistent,no,Entroncamento
2513,46.0,admin.,unknown,high.school,no,unknown,unknown,cellular,aug,wed,251.0,1,999,0,nonexistent,no,Almada
2514,58.0,unknown,married,professional.course,no,no,no,cellular,aug,tue,48.0,2,999,0,nonexistent,no,Portimão
2515,48.0,blue-collar,married,basic.4y,unknown,no,yes,cellular,aug,thu,180.0,3,999,0,nonexistent,no,Esposende
2516,50.0,blue-collar,married,unknown,unknown,no,no,telephone,may,thu,544.0,3,999,0,nonexistent,no,Santa Comba Dão
2517,36.0,unemployed,single,basic.4y,unknown,no,no,telephone,may,fri,232.0,1,999,0,nonexistent,no,Tondela
2518,35.0,blue-collar,married,basic.9y,no,yes,no,cellular,may,fri,232.0,2,999,0,nonexistent,no,Porto
2519,31.0,technician,married,university.degree,no,unknown,unknown,cellular,aug,wed,88.0,2,999,0,nonexistent,no,Almeirim
2520,37.0,blue-collar,married,basic.6y,no,yes,no,telephone,jul,wed,208.0,8,999,0,nonexistent,no,Freamunde
2521,34.0,blue-collar,single,basic.6y,no,no,no,cellular,may,mon,204.0,2,999,0,nonexistent,no,Barreiro
2522,25.0,blue-collar,married,basic.9y,no,no,no,telephone,may,wed,232.0,2,999,0,nonexistent,no,Valongo
2523,35.0,technician,married,high.school,unknown,no,no,cellular,aug,tue,112.0,1,999,0,nonexistent,no,Agualva-Cacém
2524,30.0,self-employed,married,university.degree,no,yes,yes,telephone,jul,wed,957.0,3,999,0,nonexistent,no,Gouveia
2525,45.0,blue-collar,married,basic.4y,no,no,no,telephone,may,mon,164.0,1,999,0,nonexistent,no,Fafe
2526,46.0,admin.,married,university.degree,no,no,no,cellular,aug,wed,273.0,1,999,0,nonexistent,no,Santo Tirso
2527,32.0,housemaid,single,basic.4y,no,yes,yes,telephone,jun,mon,232.0,1,999,0,nonexistent,no,Fundão
2528,40.0,unknown,married,high.school,unknown,no,no,telephone,may,thu,131.0,1,999,0,nonexistent,no,Gondomar
2529,37.0,admin.,married,high.school,no,no,no,cellular,apr,thu,73.0,3,999,0,nonexistent,no,Póvoa de Santa Iria
2530,58.0,blue-collar,married,unknown,no,yes,no,cellular,aug,mon,436.0,1,999,0,nonexistent,no,Praia da Vitória
2531,36.0,services,single,high.school,no,yes,yes,telephone,may,tue,188.0,1,999,0,nonexistent,no,Valpaços
2532,26.0,unknown,single,university.degree,no,yes,yes,cellular,jul,tue,65.0,1,999,0,nonexistent,no,Sines
2533,30.0,unknown,single,high.school,no,no,no,telephone,may,thu,107.0,2,999,0,nonexistent,no,Valpaços
2534,33.0,technician,single,university.degree,no,yes,no,cellular,may,mon,232.0,1,999,1,failure,no,Rebordosa
2535,54.0,retired,single,unknown,no,yes,no,cellular,jul,thu,577.0,3,999,0,nonexistent,no,Lagoa
2536,37.0,blue-collar,single,high.school,no,yes,no,telephone,jun,mon,95.0,3,999,0,nonexistent,no,Loures
2537,42.0,unknown,married,high.school,no,yes,no,cellular,may,fri,9.0,9,999,0,nonexistent,no,Valongo
2538,28.0,blue-collar,single,basic.9y,no,no,no,cellular,jul,fri,53.0,5,999,0,nonexistent,no,Odivelas
2539,35.0,blue-collar,married,basic.9y,no,no,no,telephone,may,mon,232.0,5,999,0,nonexistent,no,Câmara de Lobos
2540,50.0,admin.,married,unknown,unknown,no,no,telephone,may,tue,178.0,3,999,0,nonexistent,no,Pinhel
2541,27.0,admin.,single,unknown,no,no,yes,telephone,jun,thu,263.0,2,999,0,nonexistent,no,Gouveia
2542,25.0,technician,single,university.degree,no,unknown,unknown,telephone,may,tue,230.0,3,999,0,nonexistent,no,Mealhada
2543,29.0,blue-collar,single,unknown,no,no,no,telephone,may,tue,198.0,1,999,0,nonexistent,no,Ponta Delgada
2544,38.0,services,married,high.school,no,no,no,telephone,jun,thu,252.0,1,999,0,nonexistent,no,Alfena
2545,22.0,technician,single,university.degree,no,yes,no,cellular,jun,fri,127.0,2,999,0,nonexistent,no,Agualva-Cacém
2546,46.0,entrepreneur,married,university.degree,no,yes,no,telephone,may,mon,105.0,11,999,0,nonexistent,no,São Mamede de Infesta
2547,40.0,self-employed,married,high.school,no,no,no,cellular,jul,mon,521.0,1,999,0,nonexistent,no,Valongo
2548,32.0,admin.,single,professional.course,no,no,no,cellular,may,thu,232.0,1,999,1,failure,no,Esmoriz
2549,32.0,admin.,single,university.degree,no,yes,yes,cellular,aug,tue,220.0,1,999,0,nonexistent,no,Seixal
2550,26.0,unknown,single,high.school,no,yes,no,telephone,may,wed,421.0,3,999,0,nonexistent,no,Gouveia
2551,38.0,admin.,married,unknown,no,no,no,cellular,oct,wed,1206.0,1,999,0,nonexistent,no,Almeirim
2552,37.0,technician,married,basic.9y,no,no,no,telephone,jun,mon,226.0,1,999,0,nonexistent,no,Odivelas
2553,31.0,unemployed,single,basic.4y,no,no,no,cellular,nov,fri,12.0,8,999,0,nonexistent,no,Queluz
2554,34.0,blue-collar,married,basic.6y,unknown,no,no,telephone,jun,mon,232.0,7,999,0,nonexistent,no,Rebordosa
2555,38.0,technician,single,professional.course,no,no,no,cellular,jun,mon,524.0,1,999,0,nonexistent,no,Torres Novas
2556,31.0,admin.,married,high.school,no,no,no,telephone,may,tue,16.0,10,999,0,nonexistent,no,Torres Novas
2557,38.0,management,married,university.degree,no,no,no,cellular,nov,thu,232.0,1,999,0,nonexistent,no,Odivelas
2558,38.0,blue-collar,married,high.school,no,no,yes,telephone,apr,thu,232.0,2,999,0,nonexistent,no,Silves
2559,40.0,technician,married,professional.course,unknown,yes,no,cellular,nov,wed,232.0,1,999,1,failure,no,Lagoa
2560,33.0,admin.,married,university.degree,no,yes,no,cellular,aug,wed,117.0,2,999,0,nonexistent,no,Câmara de Lobos
2561,40.0,services,married,high.school,unknown,no,no,telephone,may,thu,473.0,3,999,0,nonexistent,no,Queluz
2562,39.0,blue-collar,married,unknown,no,yes,no,cellular,jun,tue,250.0,1,999,0,nonexistent,no,Póvoa de Santa Iria
2563,30.0,technician,single,professional.course,no,no,no,cellular,jul,tue,163.0,1,999,0,nonexistent,no,Câmara de Lobos
2564,26.0,technician,single,professional.course,no,yes,no,telephone,jun,wed,153.0,1,999,0,nonexistent,no,Espinho
2565,32.0,management,single,university.degree,no,yes,no,cellular,aug,thu,232.0,1,999,0,nonexistent,no,Vila Nova de Famalicão
2566,47.0,technician,married,university.degree,no,yes,no,cellular,aug,wed,345.0,7,999,0,nonexistent,no,Barreiro
2567,38.0,admin.,single,basic.9y,no,no,no,telephone,jun,fri,361.0,1,999,0,nonexistent,no,Miranda do Douro
2568,40.0,admin.,single,high.school,no,yes,no,telephone,may,thu,232.0,1,999,0,nonexistent,no,Vila Nova de Gaia
2569,40.0,technician,married,basic.9y,unknown,yes,no,telephone,jun,thu,245.0,2,999,0,nonexistent,no,Vila Nova de Famalicão
2570,54.0,services,single,high.school,unknown,no,no,telephone,may,fri,85.0,2,999,0,nonexistent,no,Porto
2571,28.0,services,single,high.school,no,yes,yes,cellular,may,fri,9.0,6,999,0,nonexistent,no,Almada
2572,58.0,services,married,high.school,no,no,no,cellular,jul,fri,134.0,1,999,0,nonexistent,no,Rebordosa
2573,28.0,services,married,unknown,no,no,no,telephone,may,wed,232.0,2,999,0,nonexistent,no,Braga
2574,48.0,admin.,married,high.school,no,yes,yes,telephone,jun,wed,232.0,1,999,0,nonexistent,no,Gafanha da Nazaré
2575,35.0,services,single,high.school,no,yes,yes,telephone,may,thu,151.0,7,999,0,nonexistent,no,Santa Cruz
2576,50.0,technician,married,professional.course,no,yes,no,cellular,apr,mon,38.0,1,999,0,nonexistent,no,Águeda
2577,58.0,admin.,divorced,basic.9y,no,no,no,telephone,jul,wed,232.0,5,999,0,nonexistent,no,Anadia
2578,45.0,management,married,basic.9y,no,yes,no,cellular,nov,mon,73.0,1,999,0,nonexistent,no,Esmoriz
2579,36.0,self-employed,divorced,professional.course,unknown,yes,yes,cellular,jul,tue,110.0,4,999,0,nonexistent,no,Marinha Grande
2580,33.0,admin.,married,basic.9y,no,no,no,cellular,may,tue,127.0,1,999,0,nonexistent,no,Lamego
2581,27.0,student,single,university.degree,no,no,yes,cellular,jun,mon,237.0,2,3,4,success,no,Alcobaça
2582,37.0,technician,single,professional.course,no,no,yes,cellular,may,fri,232.0,6,999,0,nonexistent,no,Portalegre
2583,43.0,blue-collar,married,basic.9y,no,yes,no,cellular,may,fri,66.0,1,999,1,failure,no,Torres Vedras
2584,38.0,admin.,married,unknown,no,yes,no,cellular,jul,fri,226.0,1,999,0,nonexistent,no,Fátima
2585,33.0,technician,single,university.degree,no,no,no,cellular,aug,tue,302.0,3,999,0,nonexistent,no,Mealhada
2586,26.0,blue-collar,single,basic.9y,no,yes,no,cellular,may,thu,535.0,1,999,1,failure,no,Vila Franca de Xira
2587,28.0,technician,single,university.degree,no,yes,no,cellular,mar,mon,76.0,2,999,0,nonexistent,no,Leiria
2588,40.0,blue-collar,single,basic.9y,no,yes,no,cellular,may,wed,220.0,2,999,0,nonexistent,no,Maia
2589,44.0,admin.,married,university.degree,unknown,no,no,cellular,nov,fri,48.0,4,999,0,nonexistent,no,Lourosa
2590,36.0,services,unknown,high.school,no,no,no,cellular,may,wed,232.0,6,999,0,nonexistent,no,Marinha Grande
2591,49.0,blue-collar,divorced,unknown,unknown,no,no,cellular,jul,wed,339.0,2,999,0,nonexistent,no,Agualva-Cacém
2592,32.0,admin.,unknown,basic.9y,unknown,no,no,telephone,may,thu,44.0,3,999,0,nonexistent,no,Gafanha da Nazaré
2593,40.0,admin.,married,university.degree,no,no,no,telephone,may,fri,214.0,1,999,0,nonexistent,no,Guimarães
2594,32.0,blue-collar,married,basic.6y,no,no,yes,cellular,nov,wed,188.0,2,999,0,nonexistent,no,Covilhã
2595,34.0,admin.,single,high.school,no,yes,no,cellular,may,fri,291.0,1,999,1,failure,no,Viseu
2596,57.0,blue-collar,divorced,unknown,unknown,no,no,telephone,jun,mon,68.0,1,999,0,nonexistent,no,Gondomar
2597,34.0,blue-collar,divorced,professional.course,no,no,no,telephone,jun,fri,10.0,23,999,0,nonexistent,no,Águeda
2598,43.0,unemployed,divorced,basic.9y,no,yes,no,cellular,jul,mon,265.0,4,999,0,nonexistent,no,Freamunde
2599,45.0,services,married,basic.9y,no,no,no,telephone,may,thu,187.0,1,999,0,nonexistent,no,Trofa
2600,25.0,technician,single,professional.course,no,yes,no,cellular,jul,thu,232.0,1,999,0,nonexistent,no,Santa Comba Dão
2601,53.0,technician,married,professional.course,no,yes,no,cellular,aug,thu,190.0,1,999,0,nonexistent,no,Figueira da Foz
2602,38.0,unknown,single,unknown,unknown,yes,no,telephone,jun,thu,169.0,1,999,0,nonexistent,no,Porto
2603,28.0,services,married,high.school,no,no,no,cellular,jul,wed,240.0,2,999,0,nonexistent,no,Torres Vedras
2604,29.0,services,married,basic.9y,no,no,no,cellular,may,tue,212.0,1,999,1,failure,no,Oliveira do Bairro
2605,43.0,entrepreneur,single,university.degree,no,no,yes,cellular,jul,fri,210.0,2,999,0,nonexistent,no,Santana
2606,45.0,management,married,university.degree,no,yes,no,cellular,aug,fri,334.0,4,999,0,nonexistent,no,Covilhã
2607,38.0,technician,married,university.degree,no,unknown,unknown,cellular,may,thu,86.0,1,999,1,failure,no,Olhão da Restauração
2608,52.0,services,married,high.school,unknown,yes,no,cellular,aug,fri,79.0,2,999,0,nonexistent,no,Águeda
2609,35.0,management,married,university.degree,no,no,no,cellular,nov,mon,146.0,1,999,0,nonexistent,no,Agualva-Cacém
2610,29.0,admin.,single,university.degree,no,yes,no,cellular,jul,fri,232.0,1,999,0,nonexistent,no,Ermesinde
2611,52.0,services,unknown,professional.course,no,yes,no,telephone,jun,fri,232.0,2,999,0,nonexistent,no,Tondela
2612,32.0,admin.,single,university.degree,no,yes,no,cellular,jul,tue,59.0,1,999,0,nonexistent,no,Rio Tinto
2613,34.0,admin.,married,university.degree,unknown,yes,no,cellular,aug,tue,232.0,1,999,0,nonexistent,no,Funchal
2614,36.0,services,married,high.school,unknown,no,no,telephone,jun,mon,145.0,2,999,0,nonexistent,no,Almada
2615,39.0,management,married,basic.6y,no,yes,no,cellular,apr,fri,177.0,1,999,0,nonexistent,no,Santana
2616,32.0,admin.,single,university.degree,no,no,no,telephone,may,mon,232.0,2,999,0,nonexistent,no,Torres Vedras
2617,45.0,unemployed,single,professional.course,no,no,no,cellular,nov,tue,232.0,2,999,0,nonexistent,no,Portimão
2618,37.0,unknown,unknown,basic.6y,no,no,no,telephone,jun,fri,232.0,14,999,0,nonexistent,no,Valbom
2619,29.0,admin.,single,high.school,no,no,no,telephone,jun,wed,283.0,1,999,0,nonexistent,no,Ílhavo
2620,38.0,technician,married,high.school,no,no,no,telephone,jun,mon,479.0,4,999,0,nonexistent,no,Póvoa de Santa Iria
2621,31.0,services,single,university.degree,no,no,no,telephone,jul,tue,82.0,2,999,1,failure,no,Trofa
2622,46.0,self-employed,married,professional.course,no,yes,no,telephone,jun,fri,174.0,2,999,0,nonexistent,no,Ponte de Sor
2623,38.0,services,unknown,basic.6y,no,no,no,cellular,nov,thu,324.0,7,999,1,failure,no,Fátima
2624,30.0,admin.,married,university.degree,no,no,no,cellular,jul,fri,344.0,2,999,0,nonexistent,no,Seixal
2625,38.0,admin.,single,unknown,no,no,no,telephone,jun,mon,157.0,2,999,0,nonexistent,no,Ílhavo
2626,69.0,services,married,unknown,no,no,no,telephone,jul,wed,396.0,2,999,0,nonexistent,no,Valbom
2627,54.0,retired,married,basic.9y,no,yes,no,cellular,jul,thu,148.0,1,999,0,nonexistent,no,Ponta Delgada
2628,31.0,blue-collar,divorced,basic.9y,no,no,no,telephone,may,thu,475.0,2,999,0,nonexistent,no,Tondela
